video_id,publish_date,title,category,views,likes,comments,ctr_pct,retention_pct,watch_hours,subscribers_gained,upload_hour
VID06049,2025-08-04,Funny Family Moments #6049,Comedy,20427,1438,23,6.22,65.8,2119.4,333,22
VID06050,2025-08-04,Morning Routine #6050,Lifestyle,2612,180,12,7.47,77.42,130.8,40,19
VID06051,2025-08-05,Weekend Travel Vlog #6051,Travel,6413,609,85,9.24,60.89,263.9,96,20
VID06052,2025-08-05,Expectation vs Reality #6052,Comedy,10984,559,20,6.16,77.56,1925.8,260,18
VID06053,2025-08-05,Best Settings #6053,Gaming,5758,270,64,8.31,49.45,201.8,60,14
VID06054,2025-08-05,Credit Score Tips #6054,Finance,7086,635,79,7.29,56.88,229.3,50,18
VID06055,2025-08-05,Hidden Places #6055,Travel,40603,2316,195,6.96,51.52,1052.1,263,21
VID06056,2025-08-05,Learning Strategies #6056,Education,6774,744,60,8.41,69.63,669.2,26,20
VID06057,2025-08-05,Learning Strategies #6057,Education,11391,911,57,9.05,57.17,734.6,32,10
VID06058,2025-08-05,Funny Family Moments #6058,Comedy,7222,488,58,7.47,57.45,867.0,30,14
VID06059,2025-08-05,Useful Tech Tips #6059,Tech,6445,415,55,5.98,56.47,168.5,21,12
VID06060,2025-08-05,Budget Lifestyle #6060,Lifestyle,5828,223,33,7.66,53.5,188.8,27,16
VID06061,2025-08-06,Relatable College Life #6061,Comedy,6953,538,76,8.07,44.55,388.3,38,19
VID06062,2025-08-06,Cooking Tips #6062,Food,7825,466,90,7.17,49.47,346.6,171,19
VID06063,2025-08-06,Weekend Travel Vlog #6063,Travel,86727,8183,236,6.1,43.54,5966.4,1244,19
VID06064,2025-08-06,Easy Recipes #6064,Food,13801,583,71,7.14,47.64,473.4,133,20
VID06065,2025-08-06,Weekend Vlog #6065,Lifestyle,18602,1213,195,7.85,55.48,1614.2,242,20
VID06066,2025-08-06,Saving Money #6066,Finance,4335,438,22,6.23,74.47,294.7,48,10
VID06067,2025-08-06,Office Comedy #6067,Comedy,25218,1545,240,10.35,52.53,1896.9,522,21
VID06068,2025-08-06,Gaming Tips #6068,Gaming,1293,142,10,10.15,56.56,85.3,6,19
VID06069,2025-08-06,Expectation vs Reality #6069,Comedy,13928,1281,18,4.07,76.68,1383.3,61,20
VID06070,2025-08-06,Tech Hacks #6070,Tech,2148,56,1,7.16,78.25,246.3,18,23
VID06071,2025-08-06,Daily Routine #6071,Lifestyle,5937,370,26,8.46,55.49,388.3,40,20
VID06072,2025-08-07,Hidden Places #6072,Travel,18540,1688,200,6.1,61.94,951.9,156,6
VID06073,2025-08-07,Budget Planning #6073,Finance,17519,1005,219,9.17,59.91,491.0,281,18
VID06074,2025-08-07,Best Places to Visit #6074,Travel,17837,480,106,4.65,54.18,670.6,307,18
VID06075,2025-08-07,Exam Preparation Guide #6075,Education,41219,2196,187,6.23,60.91,1610.2,684,6
VID06076,2025-08-07,Investment Basics #6076,Finance,12352,332,71,9.05,43.9,706.9,142,20
VID06077,2025-08-07,Travel Guide #6077,Travel,2602,151,28,10.22,61.67,181.4,37,18
VID06078,2025-08-07,Weekend Travel Vlog #6078,Travel,3364,317,22,8.01,61.87,172.6,73,14
VID06079,2025-08-07,Easy Recipes #6079,Food,6013,632,25,8.2,57.52,467.5,35,20
VID06080,2025-08-07,Gaming Tips #6080,Gaming,24737,2254,54,7.14,58.34,1768.7,108,18
VID06081,2025-08-07,Phone Features You Missed #6081,Tech,4527,120,46,10.38,61.12,555.8,68,19
VID06082,2025-08-08,Office Comedy #6082,Comedy,65032,6801,822,6.82,80.41,9060.9,418,14
VID06083,2025-08-08,Travel Mistakes #6083,Travel,2764,93,36,11.67,57.98,86.2,22,18
VID06084,2025-08-08,Travel Guide #6084,Travel,2120,219,9,9.34,64.94,319.4,8,21
VID06085,2025-08-08,Expectation vs Reality #6085,Comedy,17728,1942,38,5.16,54.31,762.6,106,18
VID06086,2025-08-08,Career Tips #6086,Education,9034,608,55,8.13,55.17,682.4,107,20
VID06087,2025-08-08,AI Tools #6087,Tech,7031,233,87,6.35,43.66,361.9,47,19
VID06088,2025-08-08,Top Games #6088,Gaming,13416,1068,88,9.62,78.46,2051.7,103,21
VID06089,2025-08-08,Parents Be Like #6089,Comedy,15520,1119,207,7.47,72.2,757.0,323,21
VID06090,2025-08-08,Personal Finance Tips #6090,Finance,15804,542,65,4.48,60.37,1802.7,344,20
VID06091,2025-08-08,Funny Family Moments #6091,Comedy,24946,2021,233,2.73,58.46,3340.8,490,14
VID06092,2025-08-09,Funny Family Moments #6092,Comedy,616,54,7,6.62,53.47,50.3,3,20
VID06093,2025-08-09,Learning Strategies #6093,Education,5533,491,31,5.67,49.73,380.7,99,19
VID06094,2025-08-09,Budget Meals #6094,Food,10725,881,89,9.68,66.71,574.1,194,21
VID06095,2025-08-09,Budget Travel Tips #6095,Travel,6569,601,47,8.21,74.08,365.4,129,8
VID06096,2025-08-09,AI Tools #6096,Tech,6946,666,46,11.02,40.09,230.2,100,12
VID06097,2025-08-09,Useful Tech Tips #6097,Tech,10316,697,59,7.2,65.13,276.5,124,20
VID06098,2025-08-09,Money Mistakes #6098,Finance,1413,41,1,11.88,49.5,31.9,25,19
VID06099,2025-08-09,Office Comedy #6099,Comedy,25002,1980,97,11.74,64.07,1109.8,342,18
VID06100,2025-08-09,Day In My Life #6100,Lifestyle,979,27,1,7.34,54.06,31.6,5,18
VID06101,2025-08-09,Best Friend Problems #6101,Comedy,18655,1610,247,5.28,69.41,2163.5,302,14
VID06102,2025-08-09,AI Tools #6102,Tech,32828,1579,104,7.81,56.66,746.1,482,22
VID06103,2025-08-10,Best Apps #6103,Tech,4502,133,9,6.99,53.4,313.3,83,21
VID06104,2025-08-10,Best Restaurants #6104,Food,8015,250,49,8.55,56.03,306.8,127,16
VID06105,2025-08-10,Day In My Life #6105,Lifestyle,13217,855,85,8.88,58.68,1344.6,36,18
VID06106,2025-08-10,Best Friend Problems #6106,Comedy,8962,481,74,10.35,72.7,888.8,150,19
VID06107,2025-08-10,Day In My Life #6107,Lifestyle,18202,1488,226,7.19,59.79,927.5,267,20
VID06108,2025-08-10,Useful Tech Tips #6108,Tech,14562,656,105,4.37,44.93,525.8,281,21
VID06109,2025-08-10,Daily Routine #6109,Lifestyle,5125,321,32,9.41,67.98,341.8,86,20
VID06110,2025-08-10,Useful Tech Tips #6110,Tech,66692,5010,755,8.19,57.77,3738.1,547,19
VID06111,2025-08-10,Hidden Places #6111,Travel,2087,117,5,5.72,60.21,116.4,36,20
VID06112,2025-08-10,Personal Finance Tips #6112,Finance,6541,170,76,6.39,65.19,738.3,70,20
VID06113,2025-08-11,Easy Recipes #6113,Food,24622,1695,341,8.8,68.76,1080.6,570,21
VID06114,2025-08-11,Funny Family Moments #6114,Comedy,2199,189,6,10.48,63.87,91.0,32,22
VID06115,2025-08-11,Best Restaurants #6115,Food,6455,666,23,6.65,67.98,784.7,88,19
VID06116,2025-08-11,Cooking Tips #6116,Food,8528,807,53,10.33,63.74,776.9,144,21
VID06117,2025-08-11,Best Settings #6117,Gaming,11251,350,46,11.56,50.73,791.9,46,16
VID06118,2025-08-11,Daily Routine #6118,Lifestyle,14336,1215,85,8.55,53.12,686.0,115,22
VID06119,2025-08-11,Parents Be Like #6119,Comedy,8360,896,50,4.82,67.09,574.8,42,14
VID06120,2025-08-11,Useful Tech Tips #6120,Tech,7154,757,35,9.07,59.85,885.3,153,22
VID06121,2025-08-11,Personal Finance Tips #6121,Finance,4405,172,47,10.88,60.62,476.3,49,10
VID06122,2025-08-11,Relatable College Life #6122,Comedy,4839,276,5,8.32,61.22,207.7,41,19
VID06123,2025-08-11,Relatable College Life #6123,Comedy,18852,1090,22,7.81,65.11,2017.4,224,6
VID06124,2025-08-12,Office Comedy #6124,Comedy,4060,148,31,11.27,59.67,483.0,23,18
VID06125,2025-08-12,Best Friend Problems #6125,Comedy,19602,1566,106,10.05,76.56,1648.2,425,21
VID06126,2025-08-12,Office Comedy #6126,Comedy,47473,1336,469,11.55,65.7,5870.4,974,21
VID06127,2025-08-12,AI Tools #6127,Tech,17598,1013,25,8.42,57.3,1267.0,286,20
VID06128,2025-08-12,Expectation vs Reality #6128,Comedy,21819,1094,267,5.23,74.81,2187.3,528,20
VID06129,2025-08-12,Funny Family Moments #6129,Comedy,57046,6242,425,10.86,57.66,5753.2,1159,19
VID06130,2025-08-12,Travel Guide #6130,Travel,4409,248,21,9.81,51.28,503.5,23,23
VID06131,2025-08-12,Weekend Vlog #6131,Lifestyle,24889,2296,57,7.98,45.91,629.6,198,18
VID06132,2025-08-12,Travel Mistakes #6132,Travel,3278,230,3,7.66,53.84,119.9,32,22
VID06133,2025-08-12,Credit Score Tips #6133,Finance,6435,574,15,9.28,66.02,314.0,112,14
VID06134,2025-08-13,Street Food Tour #6134,Food,9875,314,80,5.1,70.8,353.4,107,19
VID06135,2025-08-13,Tech Hacks #6135,Tech,52324,5081,570,8.08,84.87,3077.3,672,22
VID06136,2025-08-13,Laptop Buying Guide #6136,Tech,2020,130,5,6.98,77.03,91.7,29,6
VID06137,2025-08-13,Career Tips #6137,Education,9862,544,128,12.49,50.32,488.3,97,21
VID06138,2025-08-13,Best Places to Visit #6138,Travel,5150,542,39,5.45,43.89,206.6,100,16
VID06139,2025-08-13,Interview Preparation #6139,Education,9742,938,43,7.97,64.01,699.9,209,18
VID06140,2025-08-13,Interview Preparation #6140,Education,3935,225,34,10.59,53.57,288.5,63,22
VID06141,2025-08-13,Gaming Highlights #6141,Gaming,9262,342,59,13.27,34.65,501.7,101,21
VID06142,2025-08-13,Relatable College Life #6142,Comedy,36564,2926,188,11.55,69.62,3381.1,539,19
VID06143,2025-08-13,AI Tools #6143,Tech,9086,370,89,7.61,51.78,215.1,83,12
VID06144,2025-08-14,Career Tips #6144,Education,3169,92,12,9.87,50.14,205.7,49,20
VID06145,2025-08-14,Expectation vs Reality #6145,Comedy,16062,802,105,12.19,47.47,801.4,287,6
VID06146,2025-08-14,Exam Preparation Guide #6146,Education,3432,261,14,8.39,67.74,388.3,37,19
VID06147,2025-08-14,Funny Family Moments #6147,Comedy,19173,731,217,6.83,48.62,1111.7,84,20
VID06148,2025-08-14,Productivity Tips #6148,Education,14049,860,11,7.56,48.95,1170.0,78,8
VID06149,2025-08-14,Relatable College Life #6149,Comedy,8562,544,116,6.42,53.94,857.0,141,16
VID06150,2025-08-14,Top Games #6150,Gaming,1982,130,21,5.55,55.25,96.3,35,20
VID06151,2025-08-14,Relatable College Life #6151,Comedy,17935,911,14,8.1,65.5,2135.8,285,19
VID06152,2025-08-14,Weekend Travel Vlog #6152,Travel,29797,1023,44,8.12,76.54,1988.5,111,19
VID06153,2025-08-14,Investment Basics #6153,Finance,72986,7116,813,6.79,62.87,8451.4,1044,21
VID06154,2025-08-14,Gaming Highlights #6154,Gaming,68901,2947,742,10.17,70.9,4936.9,573,21
VID06155,2025-08-15,Cooking Tips #6155,Food,6967,339,24,9.8,55.43,348.2,138,23
VID06156,2025-08-15,Travel Mistakes #6156,Travel,21695,587,83,11.68,36.52,931.7,175,18
VID06157,2025-08-15,Top Games #6157,Gaming,61478,6655,96,8.13,58.58,4186.9,534,22
VID06158,2025-08-15,Day In My Life #6158,Lifestyle,6117,221,69,9.51,41.74,237.7,38,23
VID06159,2025-08-15,Productivity Tips #6159,Education,54585,4010,673,6.8,70.38,3505.6,685,14
VID06160,2025-08-15,Funny Family Moments #6160,Comedy,3424,288,17,9.52,75.12,90.4,55,12
VID06161,2025-08-15,Best Settings #6161,Gaming,9818,757,105,6.5,70.41,754.9,117,12
VID06162,2025-08-15,Healthy Habits #6162,Lifestyle,11845,708,69,9.67,70.27,604.5,248,19
VID06163,2025-08-15,Budget Planning #6163,Finance,18261,784,218,7.78,55.74,2103.8,163,8
VID06164,2025-08-15,Relatable College Life #6164,Comedy,64765,4213,662,5.38,57.01,1635.2,1092,22
VID06165,2025-08-16,Best Restaurants #6165,Food,7611,575,92,5.95,36.94,384.7,156,21
VID06166,2025-08-16,Daily Routine #6166,Lifestyle,19427,682,147,7.93,65.24,711.0,325,20
VID06167,2025-08-16,Cooking Tips #6167,Food,12508,846,158,5.73,61.27,1046.9,238,19
VID06168,2025-08-16,Travel Mistakes #6168,Travel,8924,888,38,8.83,59.36,1068.6,50,20
VID06169,2025-08-16,Money Mistakes #6169,Finance,1431,37,12,11.15,82.82,176.0,35,12
VID06170,2025-08-16,Personal Finance Tips #6170,Finance,13127,1321,64,7.35,53.62,1160.0,175,14
VID06171,2025-08-16,Street Food Tour #6171,Food,6550,274,76,10.89,85.78,366.8,147,16
VID06172,2025-08-16,Beginner Guide #6172,Gaming,17740,1248,154,9.28,48.63,1599.6,288,18
VID06173,2025-08-16,Expectation vs Reality #6173,Comedy,6989,266,77,6.07,72.3,616.2,82,18
VID06174,2025-08-16,Food Review #6174,Food,14181,634,164,9.07,62.67,319.8,308,22
VID06175,2025-08-16,Funny Family Moments #6175,Comedy,2855,233,26,5.7,49.09,103.5,54,20
VID06176,2025-08-17,Saving Money #6176,Finance,30860,1151,35,5.54,73.8,3642.3,343,18
VID06177,2025-08-17,Personal Finance Tips #6177,Finance,12786,435,118,6.29,66.59,402.8,38,14
VID06178,2025-08-17,Morning Routine #6178,Lifestyle,3521,103,12,5.18,50.21,205.1,72,21
VID06179,2025-08-17,Cooking Tips #6179,Food,4574,282,63,1.5,70.14,547.7,48,20
VID06180,2025-08-17,Office Comedy #6180,Comedy,108643,7308,173,8.24,85.08,12069.2,2109,12
VID06181,2025-08-17,Money Mistakes #6181,Finance,138517,14033,770,2.72,76.04,9191.8,417,19
VID06182,2025-08-17,Phone Features You Missed #6182,Tech,5082,290,61,8.39,69.44,684.8,57,14
VID06183,2025-08-17,Relatable College Life #6183,Comedy,12398,896,47,5.97,48.59,808.7,161,6
VID06184,2025-08-17,Best Friend Problems #6184,Comedy,60022,4136,462,9.25,47.34,3324.3,200,20
VID06185,2025-08-17,Parents Be Like #6185,Comedy,9643,573,70,5.62,47.85,264.4,135,21
VID06186,2025-08-18,Best Settings #6186,Gaming,8152,655,59,9.65,63.13,1243.9,70,18
VID06187,2025-08-18,Useful Tech Tips #6187,Tech,54952,5954,274,7.26,69.68,4098.3,1261,20
VID06188,2025-08-18,Travel Mistakes #6188,Travel,44537,3831,517,7.4,66.72,6812.4,521,18
VID06189,2025-08-18,Gaming Highlights #6189,Gaming,6124,439,42,10.78,52.46,400.7,79,18
VID06190,2025-08-18,Morning Routine #6190,Lifestyle,1618,161,4,10.22,59.44,203.9,31,12
VID06191,2025-08-18,Easy Recipes #6191,Food,26445,2189,225,8.77,76.97,1256.6,468,16
VID06192,2025-08-18,Expectation vs Reality #6192,Comedy,4612,154,26,8.26,65.24,120.2,90,23
VID06193,2025-08-18,Interview Preparation #6193,Education,16885,880,193,9.27,56.88,1631.4,306,19
VID06194,2025-08-18,Parents Be Like #6194,Comedy,16569,1800,44,7.32,45.14,747.7,116,10
VID06195,2025-08-18,Travel Mistakes #6195,Travel,3251,330,21,11.34,68.93,292.6,66,14
VID06196,2025-08-19,Relatable College Life #6196,Comedy,4547,464,13,6.45,55.44,357.9,62,20
VID06197,2025-08-19,Useful Tech Tips #6197,Tech,9851,491,116,7.04,65.67,1145.7,195,18
VID06198,2025-08-19,Hidden Places #6198,Travel,14481,1110,164,5.6,79.43,2425.6,199,22
VID06199,2025-08-19,Laptop Buying Guide #6199,Tech,11641,883,80,8.4,43.28,438.7,116,23
VID06200,2025-08-19,Best Friend Problems #6200,Comedy,15858,1713,182,6.5,57.17,1064.3,110,16
VID06201,2025-08-19,Gaming Tips #6201,Gaming,34973,1213,175,8.42,57.63,4596.7,308,8
VID06202,2025-08-19,Best Settings #6202,Gaming,3740,96,52,8.44,75.52,434.9,84,12
VID06203,2025-08-19,Gaming Tips #6203,Gaming,17473,516,29,10.64,57.02,635.5,330,10
VID06204,2025-08-19,Tech Hacks #6204,Tech,10905,1004,101,8.0,55.26,977.0,218,22
VID06205,2025-08-19,Travel Guide #6205,Travel,11958,1191,99,9.3,69.51,1098.4,288,12
VID06206,2025-08-19,Best Settings #6206,Gaming,13139,500,151,7.36,43.05,532.5,254,21
VID06207,2025-08-20,Parents Be Like #6207,Comedy,14841,958,173,6.75,59.45,585.5,319,18
VID06208,2025-08-20,Funny Family Moments #6208,Comedy,13082,764,130,6.19,77.87,1646.1,133,22
VID06209,2025-08-20,Top Games #6209,Gaming,47079,1672,389,7.2,74.52,2271.4,146,12
VID06210,2025-08-20,Gaming Highlights #6210,Gaming,10748,393,127,8.57,60.18,333.8,73,18
VID06211,2025-08-20,Top Games #6211,Gaming,16159,1452,192,4.13,53.4,1191.5,319,20
VID06212,2025-08-20,Relatable College Life #6212,Comedy,34114,2266,431,5.98,62.89,2802.2,440,19
VID06213,2025-08-20,Daily Routine #6213,Lifestyle,12605,909,125,10.59,62.3,593.4,268,18
VID06214,2025-08-20,Expectation vs Reality #6214,Comedy,4694,128,46,7.32,66.71,452.9,77,21
VID06215,2025-08-20,Parents Be Like #6215,Comedy,24404,880,312,12.75,54.22,2338.4,445,23
VID06216,2025-08-20,Weekend Vlog #6216,Lifestyle,9326,283,87,4.03,42.83,697.6,82,18
VID06217,2025-08-21,Healthy Habits #6217,Lifestyle,8095,745,52,8.94,69.51,479.3,24,20
VID06218,2025-08-21,Tech Hacks #6218,Tech,52399,3284,219,10.53,52.08,5396.3,343,20
VID06219,2025-08-21,Money Mistakes #6219,Finance,15851,1016,184,7.33,40.66,1585.3,287,19
VID06220,2025-08-21,Best Settings #6220,Gaming,8688,574,23,10.44,56.63,226.4,104,6
VID06221,2025-08-21,Expectation vs Reality #6221,Comedy,12396,900,33,4.43,72.5,1130.0,230,20
VID06222,2025-08-21,Street Food Tour #6222,Food,2647,206,34,7.59,64.25,100.4,13,14
VID06223,2025-08-21,Hidden Places #6223,Travel,3610,327,13,7.26,55.51,84.4,64,20
VID06224,2025-08-21,Street Food Tour #6224,Food,1608,106,19,3.89,80.35,250.6,6,18
VID06225,2025-08-21,Healthy Habits #6225,Lifestyle,20403,1612,52,6.88,49.43,1531.3,260,10
VID06226,2025-08-21,Expectation vs Reality #6226,Comedy,1463,49,13,7.08,67.09,49.3,20,21
VID06227,2025-08-22,Saving Money #6227,Finance,5540,445,54,7.04,69.11,256.1,92,20
VID06228,2025-08-22,Expectation vs Reality #6228,Comedy,6078,559,42,10.65,49.65,365.8,57,10
VID06229,2025-08-22,Cooking Tips #6229,Food,16454,903,96,5.58,73.07,499.2,181,10
VID06230,2025-08-22,Funny Family Moments #6230,Comedy,12249,1254,19,10.08,47.73,533.7,50,14
VID06231,2025-08-22,Game Challenge #6231,Gaming,14493,1370,157,10.11,67.0,2079.9,81,14
VID06232,2025-08-22,Funny Family Moments #6232,Comedy,32342,2473,238,9.68,68.12,2791.4,759,20
VID06233,2025-08-22,Morning Routine #6233,Lifestyle,105527,3954,649,9.05,84.48,15043.2,1394,19
VID06234,2025-08-22,Parents Be Like #6234,Comedy,1034,30,5,7.13,60.8,86.4,12,23
VID06235,2025-08-22,Tech Hacks #6235,Tech,3573,149,31,9.0,47.43,276.3,51,18
VID06236,2025-08-22,Parents Be Like #6236,Comedy,6906,342,62,7.04,59.54,285.2,113,19
VID06237,2025-08-22,Healthy Habits #6237,Lifestyle,6939,317,35,5.87,48.11,238.4,40,18
VID06238,2025-08-23,Travel Mistakes #6238,Travel,7227,726,50,5.69,61.1,246.6,167,22
VID06239,2025-08-23,Budget Meals #6239,Food,11327,1131,25,5.77,55.96,434.5,147,22
VID06240,2025-08-23,Productivity Tips #6240,Education,2485,270,22,8.49,50.51,172.6,32,19
VID06241,2025-08-23,Expectation vs Reality #6241,Comedy,2247,162,10,11.67,74.4,279.9,29,18
VID06242,2025-08-23,Best Friend Problems #6242,Comedy,2766,258,7,4.98,69.15,289.7,27,19
VID06243,2025-08-23,Weekend Vlog #6243,Lifestyle,7971,790,89,4.85,70.99,797.0,73,12
VID06244,2025-08-23,Parents Be Like #6244,Comedy,11086,929,91,3.35,55.58,1041.3,95,23
VID06245,2025-08-23,Funny Family Moments #6245,Comedy,15774,1494,66,6.59,64.49,1930.1,364,22
VID06246,2025-08-23,Productivity Tips #6246,Education,27896,2156,63,10.02,61.71,1217.4,410,21
VID06247,2025-08-23,Budget Lifestyle #6247,Lifestyle,36146,1756,201,6.27,52.21,1510.6,308,18
VID06248,2025-08-24,Expectation vs Reality #6248,Comedy,41585,4467,101,9.88,67.44,1382.1,895,21
VID06249,2025-08-24,Office Comedy #6249,Comedy,6827,226,37,9.85,88.32,757.4,175,23
VID06250,2025-08-24,Office Comedy #6250,Comedy,15793,884,102,9.28,59.36,1249.9,173,12
VID06251,2025-08-24,Budget Meals #6251,Food,12362,1001,79,5.96,48.44,1122.3,187,20
VID06252,2025-08-24,Budget Planning #6252,Finance,9495,646,92,10.96,64.9,385.8,208,20
VID06253,2025-08-24,Investment Basics #6253,Finance,4925,199,65,8.1,62.72,240.4,91,14
VID06254,2025-08-24,Useful Tech Tips #6254,Tech,50228,1778,686,7.36,60.69,3391.9,234,21
VID06255,2025-08-24,Weekend Vlog #6255,Lifestyle,7402,761,92,9.82,63.86,223.1,50,12
VID06256,2025-08-24,Morning Routine #6256,Lifestyle,103984,6952,1409,7.8,66.04,12267.8,892,10
VID06257,2025-08-24,Productivity Tips #6257,Education,1723,116,14,10.16,72.19,86.0,35,10
VID06258,2025-08-24,Funny Family Moments #6258,Comedy,43512,3413,509,9.96,50.79,1297.3,266,12
VID06259,2025-08-25,Expectation vs Reality #6259,Comedy,51020,2860,125,10.77,48.73,1598.1,451,10
VID06260,2025-08-25,Credit Score Tips #6260,Finance,2726,74,35,5.51,59.3,254.2,61,22
VID06261,2025-08-25,Day In My Life #6261,Lifestyle,1539,158,5,6.99,61.23,116.4,4,8
VID06262,2025-08-25,Daily Routine #6262,Lifestyle,7238,320,75,9.12,70.13,950.9,127,19
VID06263,2025-08-25,Weekend Vlog #6263,Lifestyle,10641,424,126,8.31,41.53,650.2,48,19
VID06264,2025-08-25,AI Tools #6264,Tech,7976,811,34,12.12,57.52,585.3,105,16
VID06265,2025-08-25,Travel Mistakes #6265,Travel,23059,1661,294,11.09,73.88,2857.2,118,20
VID06266,2025-08-25,Budget Planning #6266,Finance,27407,2742,88,9.63,62.27,2286.7,106,18
VID06267,2025-08-25,Saving Money #6267,Finance,9199,985,87,7.18,67.87,1031.4,32,21
VID06268,2025-08-25,Top Games #6268,Gaming,13931,426,26,11.33,54.79,979.9,62,21
VID06269,2025-08-26,Best Friend Problems #6269,Comedy,37561,3570,143,9.66,82.46,4968.0,939,20
VID06270,2025-08-26,Investment Basics #6270,Finance,8732,733,30,10.08,60.56,768.5,195,21
VID06271,2025-08-26,Productivity Tips #6271,Education,2905,107,30,4.78,59.59,410.3,42,18
VID06272,2025-08-26,Travel Guide #6272,Travel,37939,4014,374,10.61,49.11,1693.8,498,20
VID06273,2025-08-26,Funny Family Moments #6273,Comedy,28067,1934,23,7.35,60.38,3396.9,562,22
VID06274,2025-08-26,Funny Family Moments #6274,Comedy,16362,766,148,8.21,64.84,1883.3,187,19
VID06275,2025-08-26,Gaming Tips #6275,Gaming,18213,617,152,6.11,67.5,1838.3,290,16
VID06276,2025-08-26,Food Review #6276,Food,4355,291,59,10.33,66.03,370.9,56,21
VID06277,2025-08-26,Best Places to Visit #6277,Travel,13008,360,170,7.29,40.19,484.6,162,23
VID06278,2025-08-26,Relatable College Life #6278,Comedy,74359,6868,224,8.08,57.4,3769.5,571,20
VID06279,2025-08-27,Parents Be Like #6279,Comedy,27325,2435,217,6.43,80.58,2836.4,195,14
VID06280,2025-08-27,Game Challenge #6280,Gaming,3592,319,26,7.77,80.26,514.8,77,22
VID06281,2025-08-27,Travel Mistakes #6281,Travel,7180,614,69,8.78,50.18,617.4,138,19
VID06282,2025-08-27,Best Restaurants #6282,Food,15334,1479,28,7.41,72.55,1383.4,368,12
VID06283,2025-08-27,Tech Hacks #6283,Tech,22137,720,86,6.74,42.69,1551.1,461,12
VID06284,2025-08-27,Gaming Highlights #6284,Gaming,14889,1201,79,8.94,58.62,706.2,126,22
VID06285,2025-08-27,Interview Preparation #6285,Education,17422,725,181,8.35,63.81,1618.3,346,20
VID06286,2025-08-27,Interview Preparation #6286,Education,18358,1356,81,6.44,63.23,534.0,185,18
VID06287,2025-08-27,Phone Features You Missed #6287,Tech,21277,2302,74,4.51,52.48,895.2,438,19
VID06288,2025-08-27,Phone Features You Missed #6288,Tech,17584,615,87,6.59,58.23,693.5,247,16
VID06289,2025-08-27,Learning Strategies #6289,Education,46603,1630,509,8.91,62.08,2054.6,160,20
VID06290,2025-08-28,Food Review #6290,Food,6776,603,72,6.91,63.53,606.6,137,19
VID06291,2025-08-28,Learning Strategies #6291,Education,4519,312,56,3.89,46.27,336.1,30,20
VID06292,2025-08-28,Daily Routine #6292,Lifestyle,5562,456,45,5.34,46.48,258.6,51,21
VID06293,2025-08-28,Useful Tech Tips #6293,Tech,3432,351,28,8.02,53.08,221.3,72,22
VID06294,2025-08-28,Parents Be Like #6294,Comedy,1564,114,21,10.02,45.95,130.6,15,21
VID06295,2025-08-28,AI Tools #6295,Tech,7857,210,70,6.33,59.39,612.8,85,18
VID06296,2025-08-28,Study Tips That Work #6296,Education,9993,843,133,5.39,47.98,193.8,186,8
VID06297,2025-08-28,Best Friend Problems #6297,Comedy,42240,4123,109,5.76,72.19,5560.0,874,19
VID06298,2025-08-28,Food Review #6298,Food,7037,540,91,5.1,83.57,257.5,126,20
VID06299,2025-08-28,Laptop Buying Guide #6299,Tech,7728,588,87,7.8,52.22,710.5,86,20
VID06300,2025-08-29,Expectation vs Reality #6300,Comedy,22322,1276,79,7.82,63.26,2337.9,484,23
VID06301,2025-08-29,Best Apps #6301,Tech,9499,963,67,7.57,51.68,897.6,192,12
VID06302,2025-08-29,Food Review #6302,Food,9377,504,73,7.64,56.31,567.6,52,12
VID06303,2025-08-29,Morning Routine #6303,Lifestyle,5206,346,67,7.26,52.55,263.2,78,16
VID06304,2025-08-29,Office Comedy #6304,Comedy,12913,1068,61,8.59,75.84,775.0,296,14
VID06305,2025-08-29,Budget Meals #6305,Food,38166,2105,42,10.98,66.54,1175.5,822,14
VID06306,2025-08-29,Morning Routine #6306,Lifestyle,29040,776,213,12.02,55.51,1099.4,535,16
VID06307,2025-08-29,Best Friend Problems #6307,Comedy,42328,3994,167,9.17,58.97,3712.0,748,21
VID06308,2025-08-29,Tech Hacks #6308,Tech,9657,957,91,6.39,70.04,534.8,170,12
VID06309,2025-08-29,Travel Guide #6309,Travel,18559,1841,35,9.18,78.6,2573.4,465,16
VID06310,2025-08-29,Weekend Vlog #6310,Lifestyle,19115,1637,80,7.8,62.29,1855.0,330,14
VID06311,2025-08-30,Learning Strategies #6311,Education,22904,1398,78,8.36,54.24,603.8,215,20
VID06312,2025-08-30,Daily Routine #6312,Lifestyle,14984,1455,57,7.62,47.51,366.9,230,10
VID06313,2025-08-30,Exam Preparation Guide #6313,Education,49286,4046,50,8.7,50.5,5075.7,443,19
VID06314,2025-08-30,Career Tips #6314,Education,3277,241,2,13.06,66.95,115.5,19,19
VID06315,2025-08-30,Parents Be Like #6315,Comedy,22755,2097,76,10.42,58.87,719.7,80,20
VID06316,2025-08-30,Travel Mistakes #6316,Travel,50802,1519,108,4.09,55.97,5676.4,237,19
VID06317,2025-08-30,Top Games #6317,Gaming,5295,138,20,7.03,58.25,656.7,54,21
VID06318,2025-08-30,Hidden Places #6318,Travel,15617,1681,69,10.76,53.84,1572.0,76,21
VID06319,2025-08-30,Budget Lifestyle #6319,Lifestyle,41866,3537,443,8.89,53.52,2557.9,452,18
