Creator_ID,Creator_Name,Platform,Content_Category,Country,Followers,Total_Posts,Posting_Frequency_Per_Week,Average_Views,Average_Likes,Average_Comments,Average_Shares,Engagement_Rate_Percent,Monthly_Growth_Rate_Percent,Estimated_Monthly_Revenue_USD
CR0501,Creator_0501,TikTok,Beauty,UK,60426,376,14.2,83854,4791,461,147,6.39,5.1,495.86
CR0502,Creator_0502,YouTube,Comedy,USA,32306,561,25.5,34452,642,66,38,2.86,4.61,89.02
CR0503,Creator_0503,Instagram,Fitness,India,21216,780,4.3,36226,112,6,5,0.5,-3.08,84.78
CR0504,Creator_0504,X,Fitness,France,51254,957,8.4,90760,1866,203,95,4.82,12.27,404.46
CR0505,Creator_0505,TikTok,Fitness,USA,4957,52,25.0,9991,207,13,4,3.87,5.77,53.65
CR0506,Creator_0506,Instagram,Fashion,India,31645,989,12.0,23072,1297,94,79,3.82,-3.03,117.05
CR0507,Creator_0507,Facebook,Fashion,UK,97365,248,29.5,190561,5310,637,123,6.9,6.36,565.15
CR0508,Creator_0508,X,Beauty,India,50600,543,14.5,83935,2098,218,37,5.11,4.79,267.99
CR0509,Creator_0509,Facebook,Education,India,59610,649,24.0,31050,1647,92,79,2.65,0.89,88.19
CR0510,Creator_0510,TikTok,Tech,USA,168885,881,12.7,343281,3210,67,191,2.15,6.58,755.87
CR0511,Creator_0511,TikTok,Fitness,Germany,24932,174,13.3,30029,806,66,10,4.22,2.2,138.36
CR0512,Creator_0512,YouTube,Gaming,USA,12694,442,12.1,13884,388,35,5,2.81,6.18,96.22
CR0513,Creator_0513,Facebook,Food,Australia,105655,924,21.9,141678,3639,309,240,4.64,3.04,255.87
CR0514,Creator_0514,X,Gaming,Brazil,103444,265,16.9,116578,8496,992,566,7.06,2.33,677.67
CR0515,Creator_0515,Instagram,Lifestyle,India,51125,424,28.4,56769,862,91,23,1.76,5.45,196.47
CR0516,Creator_0516,Instagram,Gaming,India,22372,863,8.3,46913,796,51,42,4.99,-0.18,147.25
CR0517,Creator_0517,YouTube,Lifestyle,USA,26945,778,3.9,17823,1956,51,80,6.81,5.21,103.68
CR0518,Creator_0518,X,Travel,USA,6196,560,12.4,15107,274,18,14,4.61,7.8,63.21
CR0519,Creator_0519,Facebook,Food,USA,96750,180,18.9,151448,5124,455,360,6.39,9.95,546.14
CR0520,Creator_0520,Instagram,Gaming,Germany,92901,766,26.0,72847,3500,282,54,4.17,9.31,423.94
CR0521,Creator_0521,TikTok,Travel,Australia,5952,721,11.0,4020,255,18,16,5.18,10.24,50.0
CR0522,Creator_0522,YouTube,Comedy,UK,72968,136,20.0,119825,3401,227,151,5.77,3.91,501.96
CR0523,Creator_0523,Facebook,Tech,India,42818,290,11.2,74045,1134,55,56,3.54,1.91,274.52
CR0524,Creator_0524,X,Travel,Singapore,8305,789,18.9,4246,661,31,36,9.18,8.35,56.07
CR0525,Creator_0525,X,Tech,Brazil,6721,711,26.7,6118,326,22,24,6.07,3.69,50.0
CR0526,Creator_0526,YouTube,Gaming,Singapore,41337,506,7.7,85587,3360,121,46,7.67,5.52,396.25
CR0527,Creator_0527,YouTube,Education,India,17028,904,12.7,8585,1292,69,15,7.16,8.11,52.18
CR0528,Creator_0528,Instagram,Travel,Canada,218150,191,29.8,478988,11453,600,257,5.52,12.57,1665.32
CR0529,Creator_0529,Instagram,Food,India,80457,969,26.2,143385,7053,555,557,7.85,7.35,328.1
CR0530,Creator_0530,X,Gaming,India,46385,293,17.4,60870,2790,74,167,5.21,6.22,111.54
CR0531,Creator_0531,X,Fitness,India,49096,278,16.0,55356,1562,160,82,3.19,1.58,328.29
CR0532,Creator_0532,Facebook,Fashion,UK,124305,154,9.3,54746,6132,467,81,4.83,9.59,414.73
CR0533,Creator_0533,Facebook,Travel,Canada,71217,702,16.0,151902,1512,131,108,2.59,6.93,254.95
CR0534,Creator_0534,YouTube,Food,India,47797,741,25.6,33444,283,25,18,0.5,4.29,272.52
CR0535,Creator_0535,TikTok,Comedy,USA,8714,767,20.9,9150,169,8,9,2.92,3.92,51.42
CR0536,Creator_0536,Facebook,Fitness,USA,910035,441,9.4,1451619,38780,2599,1308,4.96,4.08,8569.92
CR0537,Creator_0537,X,Comedy,USA,7565,440,6.8,6933,585,67,8,7.14,5.65,50.0
CR0538,Creator_0538,Instagram,Gaming,India,18780,205,8.7,27118,382,36,19,2.92,0.39,153.67
CR0539,Creator_0539,YouTube,Fashion,USA,4012,948,5.9,8423,214,25,12,7.02,9.76,50.0
CR0540,Creator_0540,Instagram,Travel,Australia,49991,383,3.8,69393,1073,101,17,2.14,9.12,460.21
CR0541,Creator_0541,Facebook,Travel,India,32009,974,13.2,76592,877,32,47,2.78,4.91,162.57
CR0542,Creator_0542,TikTok,Education,India,64865,626,4.3,141389,5666,149,170,7.99,4.08,471.45
CR0543,Creator_0543,Instagram,Education,USA,3641,397,6.0,4002,202,15,12,4.9,5.42,50.0
CR0544,Creator_0544,TikTok,Gaming,France,96745,542,16.9,119956,3109,173,148,4.42,6.01,727.18
CR0545,Creator_0545,TikTok,Gaming,Canada,10630,599,5.8,13701,373,17,7,5.32,4.45,50.0
CR0546,Creator_0546,YouTube,Fashion,Canada,22666,910,2.9,38871,518,52,24,2.15,9.0,115.77
CR0547,Creator_0547,Instagram,Education,USA,78535,741,10.2,78713,2655,150,100,4.07,0.52,568.75
CR0548,Creator_0548,TikTok,Food,UK,36332,215,7.4,88483,1792,92,40,4.81,3.01,374.55
CR0549,Creator_0549,YouTube,Food,India,39408,900,15.9,66135,2191,230,150,7.51,8.21,257.02
CR0550,Creator_0550,TikTok,Fashion,Canada,67444,117,4.0,83545,709,74,7,1.13,6.63,451.96
CR0551,Creator_0551,YouTube,Food,France,44051,624,22.8,77288,3642,202,115,8.68,3.12,190.55
CR0552,Creator_0552,X,Lifestyle,UK,18173,41,27.3,22359,824,85,8,4.53,6.9,116.42
CR0553,Creator_0553,YouTube,Tech,Germany,22215,469,22.6,47037,502,52,8,2.36,2.72,135.99
CR0554,Creator_0554,YouTube,Fashion,Australia,34326,191,16.5,54662,637,39,19,1.96,4.41,220.81
CR0555,Creator_0555,X,Fashion,India,9605,402,26.0,4688,440,11,6,5.4,9.15,62.51
CR0556,Creator_0556,YouTube,Beauty,Germany,84576,153,21.2,65224,1077,21,55,1.84,8.77,491.68
CR0557,Creator_0557,Instagram,Fitness,India,37494,445,1.3,83104,941,68,15,3.57,6.51,154.95
CR0558,Creator_0558,Instagram,Fitness,USA,29319,44,12.4,46385,1134,61,67,4.25,1.82,232.87
CR0559,Creator_0559,TikTok,Lifestyle,India,106018,522,25.7,253989,6701,802,91,7.32,4.18,438.16
CR0560,Creator_0560,TikTok,Education,India,23432,204,11.0,12936,1583,153,22,7.04,5.84,138.15
CR0561,Creator_0561,TikTok,Gaming,USA,21812,104,2.0,22249,615,59,19,3.39,10.59,127.48
CR0562,Creator_0562,Instagram,Gaming,India,15408,586,22.6,12425,709,81,51,4.33,-0.74,50.0
CR0563,Creator_0563,Instagram,Comedy,USA,39915,782,24.3,62389,601,65,32,1.29,2.45,205.11
CR0564,Creator_0564,Instagram,Lifestyle,UK,38357,163,5.7,46176,159,8,10,0.5,9.45,268.05
CR0565,Creator_0565,YouTube,Fashion,India,12503,882,16.6,9130,201,7,4,2.1,10.26,69.54
CR0566,Creator_0566,TikTok,Lifestyle,India,21930,929,6.6,38372,1147,108,78,7.27,5.26,136.14
CR0567,Creator_0567,YouTube,Lifestyle,UK,12600,698,21.9,19230,837,48,8,6.52,10.88,63.43
CR0568,Creator_0568,YouTube,Lifestyle,India,11960,431,8.9,11684,618,41,15,5.64,2.93,83.31
CR0569,Creator_0569,Facebook,Fitness,Australia,3679,243,10.2,5178,44,5,2,1.59,0.22,50.0
CR0570,Creator_0570,YouTube,Lifestyle,Canada,20629,239,25.5,40557,694,76,25,3.23,8.27,152.15
CR0571,Creator_0571,YouTube,Tech,Singapore,3798,198,14.8,3156,81,5,6,2.91,10.03,50.0
CR0572,Creator_0572,TikTok,Gaming,Canada,15799,650,20.4,16037,687,67,8,4.43,9.97,50.07
CR0573,Creator_0573,YouTube,Comedy,USA,13298,452,12.7,14984,552,25,44,4.3,2.48,75.81
CR0574,Creator_0574,TikTok,Tech,Canada,90190,284,9.6,177505,2557,229,137,2.6,6.2,684.23
CR0575,Creator_0575,X,Comedy,India,8373,973,19.1,18240,318,6,15,5.57,8.44,69.21
CR0576,Creator_0576,Facebook,Beauty,India,11210,448,5.5,13344,702,75,9,5.3,6.55,65.85
CR0577,Creator_0577,Instagram,Comedy,UAE,17348,681,11.8,17745,594,13,17,3.2,10.56,92.17
CR0578,Creator_0578,Facebook,Gaming,USA,13805,435,7.1,31307,588,53,43,5.47,4.08,65.16
CR0579,Creator_0579,YouTube,Gaming,UAE,129915,472,21.2,324614,7178,176,249,7.27,5.25,863.34
CR0580,Creator_0580,Instagram,Lifestyle,Singapore,7263,746,28.4,13129,524,24,29,7.94,6.33,50.0
CR0581,Creator_0581,YouTube,Travel,Singapore,17390,216,29.9,43109,1166,81,93,5.88,8.41,124.23
CR0582,Creator_0582,Facebook,Beauty,France,39413,573,14.1,70388,2646,164,75,5.81,4.82,252.84
CR0583,Creator_0583,YouTube,Fashion,USA,74114,72,8.3,143800,3045,119,153,4.27,8.75,605.3
CR0584,Creator_0584,YouTube,Food,India,17373,499,13.8,21128,1432,76,84,7.07,11.12,82.81
CR0585,Creator_0585,TikTok,Comedy,UK,2963,462,25.6,3879,47,5,2,2.45,3.69,50.0
CR0586,Creator_0586,Instagram,Travel,USA,22637,349,7.0,15906,1034,89,21,6.81,4.92,144.17
CR0587,Creator_0587,Instagram,Lifestyle,UK,127367,270,28.6,271008,6358,172,266,4.17,8.89,482.58
CR0588,Creator_0588,Instagram,Fitness,Australia,37216,826,10.9,87652,3353,317,124,8.08,12.25,124.61
CR0589,Creator_0589,Instagram,Fashion,Canada,35308,909,29.6,60349,1979,50,118,6.09,7.73,190.48
CR0590,Creator_0590,Instagram,Education,USA,7923,802,25.3,8886,406,30,6,4.65,2.75,53.74
CR0591,Creator_0591,Instagram,Travel,India,7040,986,24.4,5092,368,16,28,4.28,6.19,50.0
CR0592,Creator_0592,TikTok,Fitness,USA,27467,944,10.2,26281,1822,143,20,5.96,8.86,124.46
CR0593,Creator_0593,Instagram,Beauty,India,5216,142,1.3,4884,352,16,18,5.85,2.66,50.0
CR0594,Creator_0594,YouTube,Lifestyle,Germany,66076,898,12.1,111563,2865,339,141,3.92,1.73,482.54
CR0595,Creator_0595,Facebook,Fashion,India,10161,406,9.8,24229,381,19,7,5.0,4.29,62.87
CR0596,Creator_0596,YouTube,Fashion,India,26151,358,2.1,13111,2036,89,41,6.77,7.81,94.71
CR0597,Creator_0597,TikTok,Fashion,India,3075,797,15.7,1236,42,5,2,1.8,0.71,50.0
CR0598,Creator_0598,Instagram,Beauty,Canada,17105,367,12.7,28400,1297,142,93,6.4,3.07,107.82
CR0599,Creator_0599,Instagram,Comedy,Canada,6879,48,19.4,6855,378,31,11,5.95,6.46,50.0
CR0600,Creator_0600,Instagram,Education,India,1862,994,19.0,4187,145,13,5,7.41,9.32,50.0
CR0601,Creator_0601,Instagram,Beauty,India,50167,54,4.5,54542,1536,171,53,3.23,6.52,287.66
CR0602,Creator_0602,Instagram,Food,USA,177607,537,29.3,179107,6034,670,90,4.81,6.81,1080.85
CR0603,Creator_0603,Instagram,Education,India,98606,415,6.4,95250,4267,400,243,5.25,9.02,398.62
CR0604,Creator_0604,Instagram,Gaming,Canada,58920,642,13.9,41490,4698,186,318,6.43,11.09,147.42
CR0605,Creator_0605,Instagram,Lifestyle,UK,16709,313,15.2,27088,1176,122,36,5.74,10.7,117.16
CR0606,Creator_0606,YouTube,Beauty,USA,67966,608,24.6,51195,1185,47,93,2.07,-1.64,389.72
CR0607,Creator_0607,Instagram,Fitness,India,109911,368,3.9,141974,7460,703,114,5.44,5.84,584.73
CR0608,Creator_0608,YouTube,Education,Brazil,31487,166,13.4,43075,3356,297,189,9.21,8.69,237.66
CR0609,Creator_0609,YouTube,Food,USA,6891,86,19.2,3052,430,41,17,6.15,11.45,50.0
CR0610,Creator_0610,TikTok,Gaming,Canada,15149,923,7.2,6594,857,62,35,8.4,7.74,56.94
CR0611,Creator_0611,Instagram,Comedy,India,190632,539,19.2,284508,16095,1349,676,7.09,2.49,1127.47
CR0612,Creator_0612,X,Fitness,USA,24687,141,27.8,45959,1895,218,53,7.8,2.96,211.94
CR0613,Creator_0613,TikTok,Education,India,1000,359,29.9,2378,64,5,3,5.48,3.05,50.0
CR0614,Creator_0614,Instagram,Lifestyle,USA,4967,194,1.9,3855,340,17,20,5.95,6.58,50.0
CR0615,Creator_0615,X,Fitness,Brazil,16512,919,7.8,10185,1017,82,30,5.36,3.82,82.0
CR0616,Creator_0616,Facebook,Gaming,USA,88539,710,10.0,45100,4552,529,311,4.81,-5.0,569.38
CR0617,Creator_0617,Instagram,Fitness,India,19651,616,12.6,25854,1042,30,33,6.43,1.38,99.03
CR0618,Creator_0618,Instagram,Tech,India,90453,470,8.0,154548,2811,62,170,3.65,3.95,621.98
CR0619,Creator_0619,X,Travel,USA,14689,576,6.9,31804,1097,28,20,8.95,0.73,55.5
CR0620,Creator_0620,TikTok,Comedy,India,2810,155,28.7,5152,51,5,2,2.76,1.25,50.0
CR0621,Creator_0621,Instagram,Gaming,India,15286,874,27.6,12802,1006,111,32,6.59,12.68,83.27
CR0622,Creator_0622,Instagram,Fitness,Australia,40002,35,2.4,54791,3349,308,172,7.83,5.47,180.57
CR0623,Creator_0623,YouTube,Travel,USA,36360,352,10.8,84054,1863,163,102,4.41,4.15,232.35
CR0624,Creator_0624,YouTube,Travel,India,6352,214,12.7,6899,109,7,4,2.35,7.84,50.0
CR0625,Creator_0625,TikTok,Fitness,Germany,17963,515,7.9,25998,1287,126,19,7.34,9.51,104.29
CR0626,Creator_0626,YouTube,Lifestyle,India,589703,28,19.2,1422945,20272,720,732,5.25,13.34,4564.99
CR0627,Creator_0627,YouTube,Tech,Brazil,6514,847,19.6,12655,303,17,17,6.59,11.47,50.0
CR0628,Creator_0628,TikTok,Beauty,India,57516,353,25.7,113321,1790,123,101,4.56,7.02,337.55
CR0629,Creator_0629,Instagram,Tech,Germany,2413,352,22.5,2243,225,6,4,8.61,0.14,50.0
CR0630,Creator_0630,Instagram,Fitness,UK,72646,346,16.7,92323,253,15,2,0.5,1.99,134.73
CR0631,Creator_0631,TikTok,Comedy,Singapore,9641,34,20.0,5523,586,30,36,5.63,4.09,50.0
CR0632,Creator_0632,Facebook,Beauty,Brazil,42719,858,8.9,71498,2647,62,46,7.75,7.27,271.98
CR0633,Creator_0633,YouTube,Gaming,India,6092,633,18.2,3763,360,12,5,5.03,5.83,50.0
CR0634,Creator_0634,YouTube,Tech,Brazil,37589,245,15.2,81019,2339,225,23,5.47,0.34,222.03
CR0635,Creator_0635,Instagram,Fitness,USA,9462,444,4.9,19970,446,9,17,3.85,-0.28,87.71
CR0636,Creator_0636,YouTube,Tech,USA,11821,809,8.0,17974,676,76,30,4.85,6.41,102.57
CR0637,Creator_0637,YouTube,Beauty,India,44724,427,9.5,31147,606,17,33,1.12,5.92,244.66
CR0638,Creator_0638,Instagram,Food,USA,16400,132,27.8,7440,615,61,18,3.22,4.77,85.24
CR0639,Creator_0639,Instagram,Education,India,41665,447,7.7,86375,1363,149,81,3.07,7.19,437.37
CR0640,Creator_0640,YouTube,Tech,UK,21601,20,9.4,35864,1018,116,22,6.27,9.86,133.37
CR0641,Creator_0641,Instagram,Gaming,USA,29074,285,11.7,55035,836,89,57,3.54,6.59,156.88
CR0642,Creator_0642,YouTube,Gaming,UAE,44884,510,20.2,46589,1260,61,63,3.61,2.2,247.1
CR0643,Creator_0643,Instagram,Fashion,Singapore,17988,227,4.4,26440,722,38,36,3.97,12.2,137.66
CR0644,Creator_0644,YouTube,Tech,USA,8557,641,28.7,16849,256,16,6,3.15,4.88,63.46
CR0645,Creator_0645,Instagram,Education,India,14586,731,26.1,20002,920,31,13,5.39,5.67,71.21
CR0646,Creator_0646,Facebook,Lifestyle,India,106341,971,17.7,176835,7313,162,311,5.63,3.21,653.35
CR0647,Creator_0647,TikTok,Travel,India,30748,388,20.5,63292,1817,194,96,6.62,1.74,281.29
CR0648,Creator_0648,TikTok,Education,India,10181,325,1.5,8673,605,45,10,6.24,2.02,72.04
CR0649,Creator_0649,TikTok,Travel,India,42693,31,10.8,22988,3168,256,242,6.02,1.26,135.15
CR0650,Creator_0650,YouTube,Travel,India,46099,364,24.1,69924,1534,172,120,4.08,-5.0,311.78
CR0651,Creator_0651,Instagram,Food,Brazil,48922,484,3.2,25951,2169,187,104,3.94,4.95,321.66
CR0652,Creator_0652,YouTube,Fashion,UK,8738,719,9.2,17561,197,17,15,2.88,9.36,73.05
CR0653,Creator_0653,TikTok,Education,India,12274,685,18.0,23447,369,36,8,2.84,2.05,50.0
CR0654,Creator_0654,TikTok,Education,UK,12352,513,8.4,27811,518,16,6,5.23,14.46,117.29
CR0655,Creator_0655,YouTube,Food,India,17769,387,28.1,30972,675,37,8,3.22,10.35,94.23
CR0656,Creator_0656,Instagram,Tech,USA,49998,865,4.8,27054,3962,462,202,8.03,5.44,189.66
CR0657,Creator_0657,Instagram,Tech,UK,37820,956,24.1,35233,1359,152,19,4.72,1.61,205.56
CR0658,Creator_0658,YouTube,Tech,USA,41419,439,15.7,86841,2632,285,202,8.1,-0.09,158.53
CR0659,Creator_0659,TikTok,Comedy,USA,127659,908,22.8,95869,7320,477,145,6.06,5.1,832.99
CR0660,Creator_0660,TikTok,Travel,Brazil,59410,810,10.0,110907,2252,238,70,3.09,5.74,296.99
CR0661,Creator_0661,YouTube,Comedy,Germany,22855,190,15.9,46590,1184,29,80,4.66,4.78,130.73
CR0662,Creator_0662,Facebook,Fashion,UK,6894,153,25.8,7536,72,5,2,1.12,9.24,50.0
CR0663,Creator_0663,TikTok,Food,UK,11828,984,14.5,12736,526,32,14,5.22,10.74,64.02
CR0664,Creator_0664,Instagram,Education,UK,19911,446,11.4,31287,641,43,35,3.29,7.15,120.4
CR0665,Creator_0665,Instagram,Travel,India,69807,44,16.5,154182,1802,83,52,2.35,7.34,759.61
CR0666,Creator_0666,Instagram,Comedy,USA,26070,549,21.8,22686,2380,132,60,8.15,4.4,194.98
CR0667,Creator_0667,Instagram,Comedy,India,12649,209,13.9,30062,755,27,20,7.07,5.48,118.61
CR0668,Creator_0668,Instagram,Fitness,USA,11581,160,28.2,19203,878,60,38,7.01,6.94,77.95
CR0669,Creator_0669,Instagram,Comedy,USA,24834,574,9.6,61674,1691,168,131,6.52,4.39,187.83
CR0670,Creator_0670,Instagram,Lifestyle,India,74868,865,14.8,44036,1908,164,130,2.08,7.81,493.6
CR0671,Creator_0671,Instagram,Education,Brazil,167656,815,23.0,111622,7943,244,237,3.92,1.8,887.2
CR0672,Creator_0672,Facebook,Lifestyle,Germany,21234,677,21.0,45354,966,66,34,4.05,2.94,184.09
CR0673,Creator_0673,Instagram,Education,Australia,25553,334,26.0,56625,288,25,12,1.04,1.84,210.78
CR0674,Creator_0674,YouTube,Food,USA,6660,463,29.9,8894,193,14,15,3.57,3.16,50.0
CR0675,Creator_0675,YouTube,Education,Germany,250213,338,13.4,475291,10427,616,230,3.6,4.49,1573.22
CR0676,Creator_0676,Facebook,Lifestyle,India,5371,460,4.2,11933,247,20,8,5.08,9.1,50.0
CR0677,Creator_0677,Instagram,Education,UAE,103508,111,1.9,50777,8730,1020,533,10.37,5.65,257.88
CR0678,Creator_0678,YouTube,Food,India,17674,198,22.1,28371,739,21,57,4.75,1.0,104.79
CR0679,Creator_0679,Facebook,Food,UAE,13503,75,26.3,29602,789,46,16,5.08,0.59,58.64
CR0680,Creator_0680,X,Fashion,India,7506,174,7.4,9278,235,14,6,4.25,4.04,54.32
CR0681,Creator_0681,X,Education,Germany,430006,691,5.6,445058,25499,1981,657,6.42,8.42,1798.53
CR0682,Creator_0682,Instagram,Fitness,France,34707,130,2.8,71877,800,28,9,2.44,10.41,175.39
CR0683,Creator_0683,Instagram,Tech,India,27569,156,24.9,30467,1661,62,86,8.97,-0.07,102.6
CR0684,Creator_0684,TikTok,Gaming,USA,74588,251,10.0,30332,2593,125,147,4.53,6.8,365.86
CR0685,Creator_0685,Facebook,Food,Brazil,12727,487,12.6,30737,573,66,29,3.93,4.09,127.01
CR0686,Creator_0686,YouTube,Beauty,USA,26960,751,15.6,44307,2145,200,32,6.93,4.37,153.45
CR0687,Creator_0687,TikTok,Tech,Germany,28703,500,25.3,60878,672,57,9,2.84,1.78,239.35
CR0688,Creator_0688,Instagram,Travel,UK,14928,87,19.9,31843,1119,113,27,6.38,4.73,115.93
CR0689,Creator_0689,TikTok,Education,USA,106893,833,18.8,57664,9387,307,284,7.89,1.62,259.93
CR0690,Creator_0690,Instagram,Lifestyle,India,20921,268,6.1,15874,804,85,52,4.27,4.57,57.46
CR0691,Creator_0691,YouTube,Gaming,India,4509,342,15.9,4749,461,36,9,9.32,9.52,50.0
CR0692,Creator_0692,YouTube,Beauty,UAE,19020,941,21.7,20417,1451,77,18,6.22,7.71,76.44
CR0693,Creator_0693,YouTube,Tech,USA,35830,923,29.2,63901,2068,210,77,6.24,12.2,302.48
CR0694,Creator_0694,Instagram,Education,USA,9628,537,6.8,16450,595,59,23,7.8,7.34,50.0
CR0695,Creator_0695,Instagram,Fashion,USA,10542,995,1.3,15166,1074,112,44,8.39,6.11,50.0
CR0696,Creator_0696,TikTok,Travel,UK,14354,811,3.2,12109,781,24,53,5.38,7.44,82.71
CR0697,Creator_0697,Instagram,Gaming,Germany,109581,451,11.9,131734,5118,598,86,6.55,2.78,717.81
CR0698,Creator_0698,TikTok,Fitness,Brazil,15363,506,24.8,23682,1201,139,71,7.87,-1.8,105.75
CR0699,Creator_0699,Instagram,Fashion,USA,139174,625,1.2,192445,2962,165,99,2.24,8.29,1069.66
CR0700,Creator_0700,YouTube,Beauty,Singapore,13263,448,14.2,8850,154,5,4,1.0,-0.78,50.0
CR0701,Creator_0701,YouTube,Gaming,UAE,39095,288,10.5,68962,1768,64,133,4.67,9.43,391.45
CR0702,Creator_0702,Instagram,Fashion,UK,16103,728,2.5,8911,121,14,3,0.94,8.13,68.0
CR0703,Creator_0703,YouTube,Travel,Brazil,64035,556,14.1,76471,2777,211,152,4.11,2.53,285.03
CR0704,Creator_0704,Instagram,Fitness,India,7435,167,8.4,14060,398,22,11,5.49,3.97,50.0
CR0705,Creator_0705,Instagram,Fashion,India,63214,137,11.2,27943,2091,102,95,4.19,5.46,280.57
CR0706,Creator_0706,Facebook,Comedy,Singapore,30667,869,21.5,48974,1368,62,88,4.49,2.27,135.53
CR0707,Creator_0707,YouTube,Fitness,USA,12887,386,16.1,14207,382,33,27,2.6,7.39,66.75
CR0708,Creator_0708,X,Beauty,Singapore,22222,869,4.6,9300,968,59,66,6.53,7.7,70.31
CR0709,Creator_0709,Instagram,Travel,Germany,156989,85,28.9,125560,3972,462,201,2.46,0.45,417.71
CR0710,Creator_0710,TikTok,Education,India,31524,989,19.4,74900,135,11,3,0.5,2.62,202.51
CR0711,Creator_0711,TikTok,Lifestyle,Germany,11990,832,23.2,17918,429,42,24,4.34,5.37,56.58
CR0712,Creator_0712,TikTok,Lifestyle,USA,6731,389,3.3,16788,405,19,24,6.81,9.49,50.0
CR0713,Creator_0713,YouTube,Lifestyle,USA,48108,194,2.4,72263,2048,57,22,4.98,7.78,323.17
CR0714,Creator_0714,YouTube,Gaming,UK,33698,850,1.6,51971,867,59,35,2.24,-2.66,194.06
CR0715,Creator_0715,YouTube,Beauty,France,59830,607,6.5,73164,2447,125,168,5.02,4.48,307.71
CR0716,Creator_0716,Facebook,Travel,India,5006,514,13.0,5261,314,12,13,5.76,7.15,50.0
CR0717,Creator_0717,X,Fitness,USA,6987,992,28.1,6485,246,28,7,5.0,2.7,50.0
CR0718,Creator_0718,Facebook,Gaming,Canada,100600,133,14.3,112791,5182,333,368,4.22,2.43,563.59
CR0719,Creator_0719,Instagram,Beauty,Australia,39381,130,9.4,53782,2365,88,49,5.87,2.89,273.21
CR0720,Creator_0720,TikTok,Education,Canada,49682,780,17.3,39903,522,20,12,0.98,4.42,185.35
CR0721,Creator_0721,Facebook,Comedy,India,8892,458,4.2,7755,208,9,12,2.83,2.07,50.0
CR0722,Creator_0722,Instagram,Travel,India,8706,734,18.7,8446,150,17,5,1.93,7.81,55.54
CR0723,Creator_0723,Instagram,Lifestyle,USA,84115,166,17.5,113003,5125,239,307,7.77,2.49,284.03
CR0724,Creator_0724,TikTok,Fashion,UAE,88799,54,24.0,157254,6841,361,143,6.37,1.87,626.18
CR0725,Creator_0725,TikTok,Travel,India,7695,328,29.6,16912,378,32,10,5.21,4.1,61.67
CR0726,Creator_0726,X,Food,India,6177,557,8.3,6195,102,5,2,1.61,10.68,50.0
CR0727,Creator_0727,Instagram,Beauty,Brazil,23744,769,15.8,18658,1667,69,127,6.44,7.34,96.99
CR0728,Creator_0728,X,Tech,India,10729,33,27.4,12827,734,26,28,7.85,7.56,50.0
CR0729,Creator_0729,Instagram,Education,Brazil,10475,393,23.8,23864,686,35,23,6.06,6.5,50.0
CR0730,Creator_0730,Instagram,Comedy,Canada,6379,576,15.1,2683,317,9,3,4.72,2.19,50.0
CR0731,Creator_0731,Instagram,Education,Singapore,15698,447,28.4,28625,1043,22,21,6.19,3.26,152.17
CR0732,Creator_0732,X,Travel,India,7130,747,2.7,9996,363,36,14,5.4,2.67,50.0
CR0733,Creator_0733,TikTok,Tech,India,7633,252,28.0,5634,459,15,6,6.84,9.32,50.0
CR0734,Creator_0734,YouTube,Food,Australia,37916,724,2.5,40727,2016,196,92,6.79,6.53,186.45
CR0735,Creator_0735,YouTube,Fitness,Singapore,25248,582,16.9,22026,1245,124,52,4.31,-0.34,173.91
CR0736,Creator_0736,X,Fashion,Australia,46986,958,26.8,105410,1597,117,101,3.35,10.58,394.47
CR0737,Creator_0737,YouTube,Tech,India,4038,906,8.6,5701,145,7,8,3.92,4.34,50.0
CR0738,Creator_0738,X,Beauty,Australia,27210,745,14.7,43059,1979,68,81,5.98,7.79,232.05
CR0739,Creator_0739,YouTube,Lifestyle,UAE,292723,682,10.4,482039,8046,753,206,4.05,9.18,1434.67
CR0740,Creator_0740,YouTube,Food,Canada,17533,459,28.6,30563,640,51,38,3.15,-3.47,79.88
CR0741,Creator_0741,YouTube,Fashion,UAE,69456,521,24.9,100062,4162,356,247,4.8,7.09,555.25
CR0742,Creator_0742,Instagram,Comedy,Singapore,68762,294,21.6,30085,5885,122,122,7.24,4.62,378.66
CR0743,Creator_0743,TikTok,Lifestyle,UK,72764,869,18.0,80252,4216,475,312,5.1,-2.98,254.12
CR0744,Creator_0744,YouTube,Travel,India,32586,95,24.8,25616,1194,31,17,4.19,1.54,94.81
CR0745,Creator_0745,Instagram,Tech,USA,51585,458,12.4,94312,2237,126,30,5.5,3.91,459.18
CR0746,Creator_0746,Facebook,Fashion,India,60106,751,14.0,31199,3265,196,75,4.98,8.46,206.74
CR0747,Creator_0747,YouTube,Gaming,USA,55868,879,22.2,88494,255,5,18,0.55,4.88,500.69
CR0748,Creator_0748,YouTube,Fitness,USA,7442,975,11.4,6268,355,24,16,6.33,6.02,50.0
CR0749,Creator_0749,Facebook,Fitness,India,3776,718,2.9,9034,241,22,15,5.7,4.25,50.0
CR0750,Creator_0750,TikTok,Food,India,4506,308,3.2,4977,182,18,4,4.84,9.31,50.0
CR0751,Creator_0751,Instagram,Comedy,India,19718,934,4.3,21353,1687,182,74,7.14,7.32,105.32
